reason,word,lemma,pos,correction,lemma_fix,scope,xpos,detail,author,song_title,context
lowercase_propn,зенон,зенон,PROPN,,,,Npmsnn,,Ристо Лазаров,ОТАДЕ ВРЕМЕТО,која весело му одмавнува на зенон
lowercase_propn,зинат,зинат,PROPN,,,,Q-s,,Блаже Конески,ТЕШКОТО,Кој збор ќе ми најде за ужасот зинат
lowercase_propn,злорад,злорад,PROPN,,,,Q-s,,Блаже Конески,СОНЧЕВА КОЛОНА,Здивен и злорад
lowercase_propn,зора,зора,PROPN,,,,Npfsnn,,Кочо Рацин,Елегии за тебе,таму зора црвенее –
lowercase_propn,зора,зора,PROPN,,,,Npfsnn,,Славко Јаневски,Ноќ пред Илинден,Августова зора
lowercase_propn,зора,зора,PROPN,,,,Npfsnn,,Славко Јаневски,Украина,"над колхозот минат , ги понела зора ,"
lowercase_propn,зора,зора,PROPN,,,,Npfsnn,,Славко Јаневски,Украина,"русолика зора пак утре ќе пламне ,"
lowercase_propn,ибраим,ибраим,PROPN,,,,Npmsnn,,Ристо Лазаров,ЛАВЕЈ ВО ЛАЧЕНИ ЧЕВЛИ,на ибраим ферер
lowercase_propn,иден,иден,PROPN,,,,Npmsnn,,Веле Смилевски,Одаите на книгата,Одаите се говор пред одговорот иден
lowercase_propn,изгниј,изгниј,PROPN,,,,Q-s,,Пијан Славеј,ЈАБОЛЧЕ,"падни долу , изгниј"
lowercase_propn,изгрев,изгрев,PROPN,,,,Npmsnn,,Адем Гајтани,Автомобилот,главата на изгрев
lowercase_propn,изгрев,изгрев,PROPN,,,,Npmsnn,,Блаже Конески,СОНЧЕВА КОЛОНА,пред румен изгрев
lowercase_propn,ио,ио,PROPN,,,,Npmsnn,,Блаже Конески,Ружа,"е усамен , безнадежен ; ио тој е сепак реалност ,"
lowercase_propn,исус,исус,PROPN,,,,,,Ефтим Клетников,есеј : голгота,"распнатиот исус , кој и самиот е зрнце песок му"
lowercase_propn,исус,исус,PROPN,,,,Npmsnn,,Ристо Лазаров,РАСПЕТИЕ,двапати му намигнува на исус .
lowercase_propn,ите,ите,PROPN,,,,Npmsnn,,Петре М. Андреевски,Летно пладне,Се издолжувам меѓу ите
lowercase_propn,калеши,калеши,PROPN,,,,Npmsnn,,Блаже Конески,ТЕШКОТО,"од калеши моми и невести ред ,"
lowercase_propn,каминнто,каминнто,PROPN,,,,Q-s,,Ристо Лазаров,КАМИНИТО,"каминито , каминнто"
lowercase_propn,кас,кас,PROPN,,,,Npmsnn,,Катица Ќулавкова,ДИВА МИСЛА,со набрекнати и за кас спремни бедра
lowercase_propn,каја,каја,PROPN,,,,Npfsnn,,Богомил Ѓузел,III,Река од светлина во каја се нуркаме
lowercase_propn,кедров,кедров,PROPN,,,,Q-s,,Бранко Цветкоски,АКАТИСТ,Во темелот кедров
lowercase_propn,кина,Кина,PROPN,,,,Npfsnn,,Гане Тодоровски,Фуснота без повод,"по телевизори , по стадиони , по кина ,"
lowercase_propn,кинга,кинга,PROPN,,,,Npfsnn,,Веле Смилевски,Т.н. книга,кинга - раскостена
lowercase_propn,класој,класој,PROPN,,,,Npmsnn,,Славко Јаневски,Сватовска,"надвишило класје класој ,"
lowercase_propn,коби,коби,PROPN,,,,Npmsnn,,Блаже Конески,ИЛИНДЕНСКИ МЕЛОДИИ,"коби , сину , твојот сон :"
lowercase_propn,ковач,ковач,PROPN,,,,Npmsnn,,Анте Поповски,Не смеам да заспијам – ќе ми исчезне од сонот,Незнаен ковач жар на дланката ми носи
lowercase_propn,ковач,ковач,PROPN,,,,Npmsnn,,Бранко Цветкоски,СЕВЕРЕН ТАНЦ 5.(2),Како ковач среде чад
lowercase_propn,кога-тогаш,кога-тогаш,PROPN,,,,Q-s,,Милош Линдро,ПРЕДУПРЕДА,"Дека долгот , кога-тогаш"
lowercase_propn,колон,колон,PROPN,,,,Npmsnn,,Веле Смилевски,Книга на Епигоните,во колон цифри
lowercase_propn,кориентас,кориентас,PROPN,,,,I,,Ристо Лазаров,АВЕНИЈА КОРИЕНТАС,на авенијата кориентас
lowercase_propn,кос,кос,PROPN,,,,Npmsnn,,Бранко Цветкоски,СТАПАЛКИ. БИБЛИСКИ МОЛК,Пред погледот кос и остар
lowercase_propn,крстов,крстов,PROPN,,,,Npmsnn,,Анте Поповски,Тие малечки нешта околу нас,"оваа длапка на крстов е трага од неговиот палец ,"
lowercase_propn,кулпа,кулпа,PROPN,,,,Q-s,,Пијан Славеј,СКРШЕНО ЦВЕЌЕ,и удри по грбот една меа кулпа
lowercase_propn,куросе,куросе,PROPN,,,,Npmsnn,,Катица Ќулавкова,ОБЕЛИСК,куросе .
lowercase_propn,ла,ла,PROPN,,,,Npmsnn,,Ристо Лазаров,ГАРДЕЛ,на ла чачарира најубаво се слуша тишината
lowercase_propn,лагоресу,лагоресу,PROPN,,,,Npmsnn,,Ристо Лазаров,САБАТО,во сантос лагоресу законите на физиката сведочат
lowercase_propn,ламтеж,ламтеж,PROPN,,,,Q-s,,Тодор Чаловски,Искра,во своите чекори од ламтеж
lowercase_propn,ламтеж,ламтеж,PROPN,,,,Npfsnn,,Бранко Цветкоски,МАРТОВСКИ СНЕГ,Во ламтеж
lowercase_propn,ле,ле,PROPN,,,,Npmsnn,,Гане Тодоровски,4ти мај 1903,"Таго ле неисплакана , остани горда и недоустена ,"
lowercase_propn,ле,ле,PROPN,,,,Npmsnn,,Славко Јаневски,Гората за овчарот,"момин глас кога слушам : „ Реко ле огнена ,"
lowercase_propn,ле,ле,PROPN,,,,Npmsnn,,Блаже Конески,ИЛИНДЕНСКИ МЕЛОДИИ,таго ле !
lowercase_propn,ле,ле,PROPN,,,,Npmsnn,,Блаже Конески,ИЛИНДЕНСКИ МЕЛОДИИ,таго ле !
lowercase_propn,ле,ле,PROPN,,,,Npmsnn,,Пијан Славеј,НА ЗДРАВЈЕ,ле зборот падна лажовен ?!
lowercase_propn,лебдее,лебдее,PROPN,,,,Q-s,,Адем Гајтани,Ножот,лебдее
lowercase_propn,лебдее,лебдее,PROPN,,,,Q-s,,Адем Гајтани,Ножот,лебдее
lowercase_propn,левен,левен,PROPN,,,,Npmsnn,,Славко Јаневски,Ајдучка легенда,"левен другар седум ноќи бара ,"
lowercase_propn,левен,левен,PROPN,,,,Npmsnn,,Славко Јаневски,Девојка  и  сокол,- Да ли ми те левен Стојан прати
lowercase_propn,левен,левен,PROPN,,,,Npmsnn,,Славко Јаневски,Печалбарска,"а тебе , мој соколе левен ,"
lowercase_propn,левент,левент,PROPN,,,,Npmsnn,,Гане Тодоровски,4ти мај 1903,"и биди уште за една загуба погорда , оти тој левент млад"
lowercase_propn,лега,лега,PROPN,ADJ,,,Npfsnn,,Блаже Конески,ДОЈРАН,на езеро сенка лега ...
lowercase_propn,леко,леко,PROPN,,,,Q-c,,Ацо Шопов,"Знам, ти сега сама замислена минеш",дали ветер в цветја потрепнува леко
lowercase_propn,леко,леко,PROPN,,,,Npmsnn,,Славко Јаневски,Калина,"трепетно , леко , нечујно"
lowercase_propn,леко,леко,PROPN,ADJ,,,Npmsnn,,Славко Јаневски,Калина,"Трепетно , леко , нечујно"
lowercase_propn,леко,леко,PROPN,,,,Npmsnn,,Славко Јаневски,Калина,"трепетно , леко ,"
lowercase_propn,леко,леко,PROPN,,,,Q-s,,Бранко Цветкоски,ГРАМОТА,Кон исток се креваат леко
lowercase_propn,леко,леко,PROPN,,,,Npmsnn,,Блаже Конески,СПОМЕН ЗА СЛАВЕЈ,по таа убост леко да би газел .
lowercase_propn,леко,леко,PROPN,,,,Npmsnn,,Блаже Конески,КАЛЕМЕГДАН,"И јас сум само бран што леко тече ,"
lowercase_propn,леко,леко,PROPN,,,,Q-c,,Блаже Конески,ВОДНО,"и , обнадежени , нашите чекори газеа леко"
lowercase_propn,лес,лес,PROPN,,,,Npmsnn,,Бранко Цветкоски,СЕВЕРЕН ТАНЦ 4.,Со лес
lowercase_propn,лески,лески,PROPN,,,,Npmsnn,,Ацо Шопов,И уште еднаш црно сонце,И овој ѕвонарник во густите лески
lowercase_propn,лески,лески,PROPN,,,,Npmsnn,,Ацо Шопов,И уште еднаш црно сонце,И овој ѕвонарник во густите лески .
lowercase_propn,лесноверци,лесноверци,PROPN,NOUN,лесноверец,,Npmsnn,,Гане Тодоровски,Нашинска (III),Итромани дудуци лесноверци
lowercase_propn,лобањи,лобањи,PROPN,,,,Q-s,,Анте Поповски,Македонија,лобањи
lowercase_propn,ломен,ломен,PROPN,,,,Npmsnn,,Блаже Конески,КАЛЕМЕГДАН,"од овој ритам на стапките , ломен ,"
lowercase_propn,лорка,лорка,PROPN,,,,I,,Ристо Лазаров,КАФЕ ТОРТОНИ,нема да види како фредерико гарсија лорка
lowercase_propn,лули,лули,PROPN,,,,Npmsnn,,Ефтим Клетников,ПРОЛЕТ. БОЛНО ДЕТЕ. -1.- Ден. Светлина.,"Нани лули , нани лули ;"
lowercase_propn,лули,лули,PROPN,,,,Npmsnn,,Ефтим Клетников,ПРОЛЕТ. БОЛНО ДЕТЕ. -1.- Ден. Светлина.,"Нани лули , нани лули ;"
lowercase_propn,лули,лули,PROPN,,,,Npmsnn,,Ефтим Клетников,ПРОЛЕТ. БОЛНО ДЕТЕ. -3.- Полноќ. Ѕвездата се гаси.,"Нани лули , нани лули ."
lowercase_propn,лули,лули,PROPN,,,,Npmsnn,,Ефтим Клетников,ПРОЛЕТ. БОЛНО ДЕТЕ. -3.- Полноќ. Ѕвездата се гаси.,"Нани лули , нани лули ."
lowercase_propn,лули,лули,PROPN,,,,Npmsnn,,Ефтим Клетников,ПРОЛЕТ. БОЛНО ДЕТЕ. -4.- Утро. Отсутност.,"Нани лули , нани лули ."
lowercase_propn,лули,лули,PROPN,,,,Npmsnn,,Ефтим Клетников,ПРОЛЕТ. БОЛНО ДЕТЕ. -4.- Утро. Отсутност.,"Нани лули , нани лули ."
lowercase_propn,мак,мак,PROPN,,,,Npmsnn,,Влада Урошевиќ,Крајот на летото,во чашка од мак
lowercase_propn,мак.,мак.,PROPN,,,,Y,,Славко Јаневски,Илинка сончева свршеница - 8,по земјата никна млад рујноглав мак.
lowercase_propn,македонија,Македонија,PROPN,,,,Npfsnn,,Ристо Лазаров,МАЦЕДОНИО ФЕРНАНДЕЗ,македонија на македонците
lowercase_propn,мане,мане,PROPN,,,,Npmsnn,,Блаже Конески,Спомен,со мане .
lowercase_propn,марија,марија,PROPN,,,,Npfsnn,,Ефтим Клетников,***,врз трудната марија )
lowercase_propn,маркес,маркес,PROPN,,,,Npmsnn,,Ристо Лазаров,ГАРДЕЛ,една ариза од книгите на маркес зјапа во авионите
lowercase_propn,марта,марта,PROPN,,,,Npfsnn,,Блаже Конески,Куманово,"барем во марта – во времето на цревца ,"
lowercase_propn,мартин,Мартин,PROPN,,,,Npmsnn,,Ристо Лазаров,БОРХЕС,а од клупата во паркот сан мартин
lowercase_propn,маја,маја,PROPN,,,,Npfsnn,,Ристо Лазаров,СПРОСТРЕНИ СПОМЕНИ,на маја стефановска
lowercase_propn,мајко,мајко,PROPN,,,,Npfsnn,,Катица Ќулавкова,ПОЕТСКА РЕЧ,"Оние што излегоа , мајко"
lowercase_propn,меа,меа,PROPN,,,,Npfsnn,,Пијан Славеј,СКРШЕНО ЦВЕЌЕ,и удри по грбот една меа кулпа
lowercase_propn,мерко,мерко,PROPN,,,,Npmsnn,,Петре М. Андреевски,ОТКАКО ТЕ НЕМА,"основна мерко за земјата и сите течности ,"
lowercase_propn,месечко,месечко,PROPN,,,,Q-c,,Кочо Рацин,Ленка,И ноќе кога месечко
lowercase_propn,мирослав,мирослав,PROPN,,,,Npmsnn,,Ристо Лазаров,ТРОЦВЕТ,мирослав тадиќ и теодосиј спасов
lowercase_propn,многукрако,многукрако,PROPN,,,,Q-s,,Богомил Ѓузел,Како горе така доле,и тој ќе болсне пак во сонце многукрако
lowercase_propn,мо,мо,PROPN,,,,Npmsnn,,Пијан Славеј,ХЕЈТ,не мо ’ м да го смислам
lowercase_propn,модер,модер,PROPN,,,,Npmsnn,,Славко Јаневски,Цветови,Мајската роза и цветот модер
lowercase_propn,модер,модер,PROPN,,,,Npmsnn,,Славко Јаневски,Цветои,Мајската роза и цветот модер
lowercase_propn,модер,модер,PROPN,,,,Npmsnn,,Ефтим Клетников,ПЕСНА ЗА ПРОЛЕТНИОТ ВЕТЕР,Тој модер и растворен маж
lowercase_propn,модрина,модрина,PROPN,,,,Q-s,,Ефтим Клетников,светлината е огромна тајна,модрина
lowercase_propn,момин,момин,PROPN,,,,Npmsnn,,Славко Јаневски,Твоја и моја земја - на Никола Јонков Вапцаров,глас момин
lowercase_propn,морава,морава,PROPN,,,,Npfsnn,,Кочо Рацин,Елегии за тебе,Под мостот вода морава –
lowercase_propn,море,море,PROPN,,,,I,,Влада Урошевиќ,Бранител на кулата,море
lowercase_propn,море,море,PROPN,,,,I,,Ефтим Клетников,***,море
lowercase_propn,мореѓго,мореѓго,PROPN,,,,Npmsnn,,Катица Ќулавкова,ЕЛЕГИЈА,а мореѓго неуморно ги пренесува
lowercase_propn,морнар,морнар,PROPN,,,,Npmsnn,,Пијан Славеј,ДВОЈКА,Морнар ко морнар
lowercase_propn,морничавевме,морничавевме,PROPN,,,,Npmsnn,,Катица Ќулавкова,МРТОВ ЈАЗИК,"Зашто , додежа морничавевме"
lowercase_propn,морно,морно,PROPN,,,,Npfsnn,,Катица Ќулавкова,МРАВКИ,од светло на морно
lowercase_propn,мрамор,мрамор,PROPN,,,,Npmsnn,,Славко Јаневски,Калина,"на мрамор чело момино ,"
lowercase_propn,мусандра,мусандра,PROPN,,,,Npmsnn,,Тодор Чаловски,Монолог на староседелецот,дури не ѕирнав разболен во таа бела мусандра
lowercase_propn,н,н.,PROPN,,,,Y,,Гане Тодоровски,Нашинска (III),М а к е д о н ц и !
lowercase_propn,н,н.,PROPN,,,,Y,,Веле Смилевски,Т.н. книга,на н - нудена
lowercase_propn,н,н.,PROPN,,,,Y,,Катица Ќулавкова,ЏОРДАНО БРУНО: „Ние сме веќе на небо“,во суштина на н # интересира
lowercase_propn,навистииа,навистииа,PROPN,,,,Q-s,,Богомил Ѓузел,VI,навистииа
lowercase_propn,наквечер,наквечер,PROPN,,,,Npmsnn,,Кочо Рацин,На Струга дуќан да имам,"Наквеуер дојди , наквечер ,"
lowercase_propn,наквечер,наквечер,PROPN,,,,Npmsnn,,Кочо Рацин,На Струга дуќан да имам,"наквечер - в прва темница ,"
lowercase_propn,наминав,наминав,PROPN,,,,Q-s,,Кочо Рацин,Елегии за тебе,"Вчера си појдов , наминав"
