author,rank,word,tfidf_score
Веле Смилевски,19,завесата,0.0594
Веле Смилевски,20,свечено,0.0594
Влада Урошевиќ,1,врне,0.0617
Влада Урошевиќ,2,минува,0.0617
Влада Урошевиќ,3,мижи,0.0614
Влада Урошевиќ,4,лажам,0.0614
Влада Урошевиќ,5,сфаќа,0.0614
Влада Урошевиќ,6,плови,0.0601
Влада Урошевиќ,7,ридот,0.06
Влада Урошевиќ,8,помеѓу,0.059
Влада Урошевиќ,9,градот,0.0578
Влада Урошевиќ,10,дожд,0.0558
Влада Урошевиќ,11,остануваат,0.0558
Влада Урошевиќ,12,бавча,0.054
Влада Урошевиќ,13,седат,0.054
Влада Урошевиќ,14,остров,0.054
Влада Урошевиќ,15,среде,0.054
Влада Урошевиќ,16,бавно,0.0524
Влада Урошевиќ,17,убовниците,0.0514
Влада Урошевиќ,18,градовите,0.0514
Влада Урошевиќ,19,аници,0.0514
Влада Урошевиќ,20,паркот,0.0514
Гане Тодоровски,1,македони,0.1125
Гане Тодоровски,2,стануваш,0.0964
Гане Тодоровски,3,тргнал,0.0875
Гане Тодоровски,4,ем,0.0861
Гане Тодоровски,5,одиме,0.08
Гане Тодоровски,6,делчев,0.0776
Гане Тодоровски,7,тате,0.0776
Гане Тодоровски,8,нака,0.0776
Гане Тодоровски,9,остани,0.0776
Гане Тодоровски,10,о,0.0734
Гане Тодоровски,11,станеме,0.0704
Гане Тодоровски,12,коските,0.0686
Гане Тодоровски,13,прв,0.0669
Гане Тодоровски,14,поет,0.0661
Гане Тодоровски,15,зарем,0.0649
Гане Тодоровски,16,скоп,0.0649
Гане Тодоровски,17,ци,0.0649
Гане Тодоровски,18,верен,0.0649
Гане Тодоровски,19,слушав,0.0649
Гане Тодоровски,20,редот,0.0649
Ефтим Клетников,1,темниот,0.0677
Ефтим Клетников,2,гробовите,0.0661
Ефтим Клетников,3,са,0.06
Ефтим Клетников,4,вее,0.0583
Ефтим Клетников,5,уриш,0.0553
Ефтим Клетников,6,прска,0.0551
Ефтим Клетников,7,избива,0.0544
Ефтим Клетников,8,сосе,0.0544
Ефтим Клетников,9,цут,0.0543
Ефтим Клетников,10,грми,0.0543
Ефтим Клетников,11,нани,0.0543
Ефтим Клетников,12,ридовите,0.0537
Ефтим Клетников,13,бакнежот,0.0527
Ефтим Клетников,14,ене,0.0514
Ефтим Клетников,15,свеста,0.0514
Ефтим Клетников,16,детето,0.0511
Ефтим Клетников,17,шумскиот,0.0508
Ефтим Клетников,18,загатка,0.0508
Ефтим Клетников,19,рамнината,0.0508
Ефтим Клетников,20,горите,0.05
Ива Петреска,1,откога,0.0711
Ива Петреска,2,млекото,0.07
Ива Петреска,3,слушне,0.063
Ива Петреска,4,наместо,0.0578
Ива Петреска,5,страсти,0.0576
Ива Петреска,6,лакомо,0.0576
Ива Петреска,7,спасува,0.0553
Ива Петреска,8,ама,0.0529
Ива Петреска,9,можев,0.0524
Ива Петреска,10,желбата,0.0523
Ива Петреска,11,сакам,0.0522
Ива Петреска,12,свесно,0.0506
Ива Петреска,13,емоции,0.0506
Ива Петреска,14,врие,0.0506
Ива Петреска,15,стомакот,0.0506
Ива Петреска,16,живеам,0.05
Ива Петреска,17,парче,0.0487
Ива Петреска,18,посакав,0.0482
Ива Петреска,19,голтка,0.046
Ива Петреска,20,допрев,0.046
Игор Исаковски,1,демон,0.1144
Игор Исаковски,2,боли,0.1026
Игор Исаковски,3,стихови,0.0957
Игор Исаковски,4,денеска,0.0957
Игор Исаковски,5,требало,0.0914
Игор Исаковски,6,помислувам,0.0914
Игор Исаковски,7,кревет,0.089
Игор Исаковски,8,често,0.089
Игор Исаковски,9,врне,0.089
Игор Исаковски,10,дожд,0.0813
Игор Исаковски,11,моментот,0.0812
Игор Исаковски,12,прекршуваш,0.0812
Игор Исаковски,13,засакав,0.0812
Игор Исаковски,14,багаж,0.0812
Игор Исаковски,15,пора,0.0812
Игор Исаковски,16,смееме,0.0812
Игор Исаковски,17,нека,0.0775
Игор Исаковски,18,додека,0.0743
Игор Исаковски,19,поези,0.0741
Игор Исаковски,20,насекаде,0.0741
Катица Ќулавкова,1,народот,0.0581
Катица Ќулавкова,2,предметите,0.0549
Катица Ќулавкова,3,вистини,0.0547
Катица Ќулавкова,4,грешка,0.0547
Катица Ќулавкова,5,почетокот,0.0543
Катица Ќулавкова,6,стварноста,0.0535
Катица Ќулавкова,7,значи,0.0534
Катица Ќулавкова,8,првин,0.05
Катица Ќулавкова,9,разликата,0.0497
Катица Ќулавкова,10,азик,0.0496
Катица Ќулавкова,11,нити,0.0481
Катица Ќулавкова,12,мемори,0.0481
Катица Ќулавкова,13,бесконечноста,0.0481
Катица Ќулавкова,14,суштества,0.0481
Катица Ќулавкова,15,станале,0.0481
Катица Ќулавкова,16,поривите,0.0481
Катица Ќулавкова,17,особено,0.0481
Катица Ќулавкова,18,аз,0.0481
Катица Ќулавкова,19,маги,0.0466
Катица Ќулавкова,20,сте,0.0463
Кочо Рацин,1,у,0.0901
Кочо Рацин,2,лист,0.0901
Кочо Рацин,3,тутун,0.0764
Кочо Рацин,4,троскот,0.0758
Кочо Рацин,5,високи,0.0758
Кочо Рацин,6,борбата,0.0735
Кочо Рацин,7,братски,0.0735
Кочо Рацин,8,самовилите,0.0735
Кочо Рацин,9,таговно,0.0735
Кочо Рацин,10,жали,0.0735
Кочо Рацин,11,кажете,0.0735
Кочо Рацин,12,огин,0.0735
Кочо Рацин,13,работник,0.0735
Кочо Рацин,14,тешката,0.0735
Кочо Рацин,15,селски,0.0699
Кочо Рацин,16,карпа,0.0699
Кочо Рацин,17,гроб,0.0675
Кочо Рацин,18,мака,0.0668
Кочо Рацин,19,труд,0.0667
Кочо Рацин,20,изгори,0.0667
Лилјана Дирјан,1,некако,0.1369
Лилјана Дирјан,2,ку,0.1211
Лилјана Дирјан,3,огледалото,0.1037
Лилјана Дирјан,4,ада,0.1037
Лилјана Дирјан,5,паѓаат,0.0971
Лилјана Дирјан,6,штотуку,0.0971
Лилјана Дирјан,7,харти,0.0971
Лилјана Дирјан,8,ниту,0.0919
Лилјана Дирјан,9,ту,0.0914
Лилјана Дирјан,10,ама,0.0914
Лилјана Дирјан,11,парче,0.0914
Лилјана Дирјан,12,белиот,0.0914
Лилјана Дирјан,13,полна,0.0819
Лилјана Дирјан,14,ази,0.0788
Лилјана Дирјан,15,густата,0.0788
Лилјана Дирјан,16,разделеност,0.0788
Лилјана Дирјан,17,задишана,0.0788
Лилјана Дирјан,18,рбет,0.0788
Лилјана Дирјан,19,наведна,0.0788
Лилјана Дирјан,20,полицата,0.0788
Матеја Матевски,1,однеси,0.0979
Матеја Матевски,2,распаќе,0.0979
Матеја Матевски,3,тропаат,0.0861
Матеја Матевски,4,вони,0.0829
Матеја Матевски,5,светна,0.0819
Матеја Матевски,6,копнежот,0.0819
Матеја Матевски,7,оставете,0.0782
Матеја Матевски,8,ластарот,0.0782
Матеја Матевски,9,ii,0.0782
Матеја Матевски,10,спомените,0.0761
Матеја Матевски,11,згасна,0.0761
Матеја Матевски,12,останат,0.0713
Матеја Матевски,13,идни,0.0713
Матеја Матевски,14,затвори,0.0703
Матеја Матевски,15,храбар,0.0695
Матеја Матевски,16,ништото,0.0695
Матеја Матевски,17,доведе,0.0695
Матеја Матевски,18,езерово,0.0695
Матеја Матевски,19,ази,0.0695
Матеја Матевски,20,рамена,0.0695
Милош Линдро,1,земни,0.0962
Милош Линдро,2,ангели,0.0938
Милош Линдро,3,седумте,0.0911
Милош Линдро,4,пласти,0.0858
Милош Линдро,5,словото,0.0858
Милош Линдро,6,однесоа,0.0755
Милош Линдро,7,господов,0.0755
Милош Линдро,8,грмеж,0.0755
Милош Линдро,9,видливо,0.0755
Милош Линдро,10,аз,0.0755
Милош Линдро,11,он,0.0755
Милош Линдро,12,токму,0.0731
Милош Линдро,13,слава,0.0718
Милош Линдро,14,запад,0.0718
Милош Линдро,15,вездата,0.0718
Милош Линдро,16,небесата,0.0688
Милош Линдро,17,свето,0.0685
Милош Линдро,18,светлото,0.0685
Милош Линдро,19,зела,0.0685
Милош Линдро,20,зол,0.0685
Петре М. Андреевски,1,тркалезни,0.0783
Петре М. Андреевски,2,кука,0.0731
Петре М. Андреевски,3,барав,0.0674
Петре М. Андреевски,4,тркалезна,0.0662
Петре М. Андреевски,5,сретнав,0.0662
Петре М. Андреевски,6,требаше,0.0655
Петре М. Андреевски,7,заборавил,0.0634
Петре М. Андреевски,8,убев,0.0634
Петре М. Андреевски,9,тркалезно,0.0619
Петре М. Андреевски,10,можеше,0.0616
Петре М. Андреевски,11,никаде,0.059
Петре М. Андреевски,12,првата,0.0589
Петре М. Андреевски,13,заради,0.057
Петре М. Андреевски,14,сеќаваш,0.0568
Петре М. Андреевски,15,бараше,0.0566
Петре М. Андреевски,16,траеше,0.0566
Петре М. Андреевски,17,пепелта,0.0562
Петре М. Андреевски,18,житата,0.0562
Петре М. Андреевски,19,беа,0.0558
Петре М. Андреевски,20,татковина,0.0554
Пијан Славеј,1,дланките,0.0635
Пијан Славеј,2,проба,0.0566
Пијан Славеј,3,убела,0.0566
Пијан Славеј,4,ваков,0.0566
Пијан Славеј,5,убиш,0.0546
Пијан Славеј,6,спиеш,0.0537
Пијан Славеј,7,врзани,0.0537
Пијан Славеј,8,верувам,0.0528
Пијан Славеј,9,велат,0.0514
Пијан Славеј,10,плукни,0.0502
Пијан Славеј,11,свират,0.0502
Пијан Славеј,12,распеан,0.0502
Пијан Славеј,13,облаче,0.0487
Пијан Славеј,14,кревет,0.046
Пијан Славеј,15,убам,0.046
Пијан Славеј,16,ах,0.046
Пијан Славеј,17,важи,0.0459
Пијан Славеј,18,десна,0.0459
Пијан Славеј,19,плени,0.0459
Пијан Славеј,20,ора,0.0459
Ристо Лазаров,1,талка,0.0794
Ристо Лазаров,2,сребрени,0.0721
Ристо Лазаров,3,троа,0.0721
Ристо Лазаров,4,севезден,0.0721
Ристо Лазаров,5,слива,0.0721
Ристо Лазаров,6,гревови,0.0701
Ристо Лазаров,7,звуци,0.0674
Ристо Лазаров,8,мечти,0.0674
Ристо Лазаров,9,пека,0.0664
Ристо Лазаров,10,ем,0.0663
Ристо Лазаров,11,катаден,0.0652
Ристо Лазаров,12,среде,0.0647
Ристо Лазаров,13,соништата,0.0618
Ристо Лазаров,14,танцуваат,0.0597
Ристо Лазаров,15,осаменоста,0.0597
Ристо Лазаров,16,сетне,0.0597
Ристо Лазаров,17,мераци,0.0597
Ристо Лазаров,18,скокаат,0.0597
Ристо Лазаров,19,века,0.0568
Ристо Лазаров,20,новите,0.0568
Славко Јаневски,1,ке,0.0589
Славко Јаневски,2,мома,0.0588
Славко Јаневски,3,чедо,0.0588
Славко Јаневски,4,чувства,0.0574
Славко Јаневски,5,зора,0.0567
Славко Јаневски,6,село,0.0562
Славко Јаневски,7,капна,0.0549
Славко Јаневски,8,родина,0.0549
Славко Јаневски,9,цвете,0.0549
Славко Јаневски,10,борец,0.0541
Славко Јаневски,11,планино,0.0541
Славко Јаневски,12,пушка,0.0529
Славко Јаневски,13,чета,0.0529
Славко Јаневски,14,селото,0.0521
Славко Јаневски,15,пирин,0.0521
Славко Јаневски,16,сокол,0.052
Славко Јаневски,17,ади,0.0514
Славко Јаневски,18,села,0.0514
Славко Јаневски,19,син,0.0498
Славко Јаневски,20,загина,0.0498
Тодор Чаловски,1,повтор,0.0721
Тодор Чаловски,2,возбудата,0.0634
Тодор Чаловски,3,осамата,0.0634
Тодор Чаловски,4,помисла,0.0634
Тодор Чаловски,5,облик,0.0613
Тодор Чаловски,6,ослободува,0.0575
Тодор Чаловски,7,намера,0.0575
Тодор Чаловски,8,мерак,0.053
Тодор Чаловски,9,пределот,0.053
Тодор Чаловски,10,градина,0.053
Тодор Чаловски,11,човека,0.0525
Тодор Чаловски,12,ома,0.0511
Тодор Чаловски,13,милина,0.0511
Тодор Чаловски,14,прегрнати,0.0511
Тодор Чаловски,15,несон,0.0511
Тодор Чаловски,16,адрото,0.0511
Тодор Чаловски,17,грчот,0.0511
Тодор Чаловски,18,дамарот,0.0511
Тодор Чаловски,19,бегаш,0.0511
Тодор Чаловски,20,ведри,0.0511
